case_number,category_1,category_2,category_3,granular_cluster_id,parent_cluster_id
9993287,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9993296,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9993304,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9993309,Employment Assistance and Career Services,Career Advisory and Coaching,Appointment - New,13,1
9993320,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9993339,Regulations,Skills Development Levy (SDL),General Enquiries,2,1
9993351,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,"Guidelines, Processes and Timeline - Course Runs and Sessions",6,1
9993364,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - WSQ Assessment submission,3,1
9993394,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,9,1
9993407,"Training Programmes, Training Systems and Advisory Services",WSQ Electronic Certificates (e-Certs),Requests - Manual Qualification/Transcript status,13,1
9993420,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Requests - Edit or Cancellation,9,1
9993435,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Technical Support - e-Cert,13,1
9993437,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9994039,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9995157,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9993438,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,"Guidelines, Processes and Timeline - Submit Absentee Payroll (AP)",9,1
9993445,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9993461,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9993462,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,12,1
9993466,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9993468,"Training Programmes, Training Systems and Advisory Services",Training Quality And Outcomes Measurement (TRAQOM) Initiative,Purpose and Objective,9,1
9993477,WSG Programmes and Initiatives,Career Trial,Processes - Application for Host Organisations,9,1
9993503,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9993531,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9993543,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,12,1
9993546,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,"Guidelines, Processes and Timeline - Submit Absentee Payroll (AP)",7,1
9993553,Employment Assistance and Career Services,Career Advisory and Coaching,Appointment - Booking/Reschedule/Cancellation,6,1
9993554,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,11,1
9993558,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,"Guidelines, Processes and Timeline - Organisation Registration",6,1
9993562,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,8,1
9993568,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective - Course Search,1,1
9993582,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,8,1
9993595,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,13,1
9993598,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9993599,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,12,1
9994974,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,12,1
9993612,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9994336,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9993615,WSG Programmes and Initiatives,Workfare Skills Support,Training Commitment Award Claim Status,9,1
9993617,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9993627,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,13,1
9993639,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Enterprise Credit (SFEC),"Guidelines, Processes and timeline - Submit Claims",8,1
9993646,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9993648,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9993650,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9993652,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9993661,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Workfare Income Supplement,8,1
10006412,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Workfare Income Supplement,8,1
10006447,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Workfare Income Supplement,8,1
10009828,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Workfare Income Supplement,8,1
9993672,WSG Programmes and Initiatives,MyCareersFuture,Technical Support - Login,9,1
9993676,"Training Programmes, Training Systems and Advisory Services",Training Quality And Outcomes Measurement (TRAQOM) Initiative,Purpose and Objective,3,1
9993681,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",2,1
9993695,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",13,1
9993696,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Eligibility Criteria - Course Eligibility,9,1
9993704,WSG Programmes and Initiatives,Workfare Skills Support,Training Commitment Award Claim Status,7,1
9993705,WSG Programmes and Initiatives,Career Trial,Processes - Training Allowance Claim,8,1
9993718,"Grants, Awards and Funding Programmes or Systems",Funding Policies,Funding Policies,2,1
9993721,WSG Programmes and Initiatives,Workfare Skills Support,Processes - Training Allowance,4,1
9993730,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
9993739,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9993741,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,9,1
9997322,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,9,1
9999684,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,9,1
10003843,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,9,1
10004708,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,9,1
10016817,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,9,1
9993742,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
9993745,WSG Programmes and Initiatives,Workfare Skills Support,Training Allowance Claim Status,1,1
9993748,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,8,1
9993756,"Grants, Awards and Funding Programmes or Systems",Additional SFC (Mid-Career),Eligibility Criteria,9,1
9993758,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,11,1
9993797,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
9993803,Regulations,Skills Development Levy (SDL),Refund,5,1
9993834,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective - Course Search,1,1
9993835,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9993838,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Eligibility Criteria,7,1
9993839,WSG Programmes and Initiatives,Career Conversion Programme,SME Executives,7,1
9993842,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit SFC Payout",6,1
9993843,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective - Course Search,13,1
9993851,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9993853,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,"Guidelines, Processes and Timeline - Submit Absentee Payroll (AP)",4,1
9993860,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9993873,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9993878,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective,7,1
9993909,"Grants, Awards and Funding Programmes or Systems",Absentee Payroll (AP) Funding,"Guidelines, Processes and Timeline - Submit AP on Enterprise Portal for Jobs & Skills",9,1
9993914,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9993921,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9993923,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Technical Support - General,13,1
9993928,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9993942,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Technical Support,9,1
9993945,"Training Programmes, Training Systems and Advisory Services",SkillsFuture Work-Study Programme (WSP),Programme Specific Enquiries - IDD1,9,1
9993962,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,9,1
9993966,Regulations,Skills Development Levy (SDL),General Enquiries,9,1
9993969,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,2,1
9993975,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
9993976,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,13,1
9993983,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Disbursement,6,1
9993989,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9995754,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9996659,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9998262,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
10001037,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9994001,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,1,1
9994006,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,11,1
9994007,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Requests - Disbursement status,7,1
9994014,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Eligibility Criteria,9,1
9994021,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9994073,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9994283,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9995114,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9995251,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9997925,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10000689,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10000841,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10000842,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10001078,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
10001083,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9994023,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9994030,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
9994040,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9994042,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9994044,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,5,1
9994048,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9994053,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Purpose and Objective - Absentee Payroll (AP),7,1
9994056,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9997468,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9997585,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9999319,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9999599,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
